ticker,company_name,strategy,signal_count,oos_signal_count,oos_signal_count_detected,classification,is_selected_strike_method,is_method_met_safety_target,neighbor_stable,benchmark_horizon,is_touch_pct,is_terminal_itm_pct,oos_touch_pct,oos_breach_pct,oos_terminal_itm_pct,oos_median_forward_return,oos_median_mae,oos_worst_mae,oos_avg_strike_distance_pct,avg_atr_dollars,avg_atr_pct,split_date
ACGL,,Strategy1,61,23,23,Effective,ATR_3,True,True,25,0.34210526315789475,0.13157894736842105,0.21739130434782608,0.21739130434782608,0.043478260869565216,0.035630174124438474,-0.025921526096657432,-0.12211290182709811,0.058341082931401944,0.5623396438234584,0.01890889204418582,2017-05-12
ACGL,,Strategy2,81,20,20,Effective,OTM_7pct,True,False,25,0.29508196721311475,0.13114754098360656,0.25,0.15,0.05,0.023145290430686583,-0.02873906766596407,-0.17948499873282953,0.07000000000000006,0.45074156920115155,0.01947819419612234,2017-05-12
ACN,,Strategy1,72,19,19,Insufficient Data,OTM_7pct,True,True,25,0.2641509433962264,0.1320754716981132,0.3157894736842105,0.3157894736842105,0.21052631578947367,0.02433094146401249,-0.03867652095522134,-0.36209305164425876,0.07000000000000008,2.034275788163382,0.019861705198812904,2019-02-14
ACN,,Strategy2,60,21,21,Effective,OTM_10pct,True,False,25,0.20512820512820512,0.1282051282051282,0.19047619047619047,0.19047619047619047,0.09523809523809523,0.028129965759255526,-0.04631108903379377,-0.25148437720149,0.09999999999999996,2.792833549635751,0.020937898162449457,2019-02-14
ADBE,,Strategy1,101,31,31,Not Effective,ATR_3,False,False,25,0.3142857142857143,0.17142857142857143,0.6451612903225806,0.5161290322580645,0.22580645161290322,-0.013120071176361603,-0.0852672058469427,-0.1972398540947874,0.06433777145346027,2.6562625758212897,0.032082991757825065,2014-08-15
ADBE,,Strategy2,92,26,26,Neutral,ATR_3,False,True,25,0.36363636363636365,0.18181818181818182,0.38461538461538464,0.34615384615384615,0.19230769230769232,0.008680104464548699,-0.04833626738545993,-0.23124824311987857,0.06980619339573377,2.29795639707435,0.03383191215608983,2014-08-15
ADI,,Strategy1,99,30,30,Effective,OTM_10pct,True,True,25,0.3188405797101449,0.14492753623188406,0.13333333333333333,0.06666666666666667,0.03333333333333333,0.012485857967828973,-0.051616313366598554,-0.17361111419555353,0.10000000000000002,1.4807914517185563,0.029535927205777048,2012-09-07
ADI,,Strategy2,119,44,45,Effective,OTM_10pct,False,False,25,0.33783783783783783,0.20270270270270271,0.18181818181818182,0.13636363636363635,0.022727272727272728,0.02810523203688653,-0.050240799740777886,-0.3264628280002735,0.1,1.8119506831107584,0.03144571400022462,2012-09-07
ADM,,Strategy1,101,34,34,Effective,ATR_3,True,True,25,0.29850746268656714,0.13432835820895522,0.2647058823529412,0.2647058823529412,0.14705882352941177,0.026384044925406247,-0.02607111555391245,-0.29112510052566576,0.05676403282968159,0.5423230773320125,0.022657698378960395,2012-09-07
ADM,,Strategy2,96,26,26,Neutral,OTM_7pct,True,False,25,0.34285714285714286,0.14285714285714285,0.34615384615384615,0.2692307692307692,0.11538461538461539,-0.00428820571483568,-0.047259291190287045,-0.1299239670461475,0.07000000000000005,0.5957840635840383,0.023436409163879988,2012-09-07
ADP,,Strategy1,105,31,31,Effective,OTM_10pct,True,True,25,0.1891891891891892,0.08108108108108109,0.0967741935483871,0.06451612903225806,0.0,0.0017147315751473435,-0.03493110929967291,-0.1205575334346688,0.10000000000000005,0.9838459778805165,0.018829697577040345,2012-09-07
ADP,,Strategy2,128,36,36,Neutral,OTM_7pct,True,False,25,0.2826086956521739,0.11956521739130435,0.25,0.2222222222222222,0.16666666666666666,-0.0015050374925806853,-0.0410618173942911,-0.17293382782797573,0.07000000000000005,1.0435309698805213,0.019146768545127014,2012-09-07
ADSK,,Strategy1,96,29,29,Neutral,OTM_10pct,False,False,25,0.34328358208955223,0.19402985074626866,0.27586206896551724,0.27586206896551724,0.20689655172413793,0.005476687213611164,-0.05848536607624477,-0.4014417505000427,0.09999999999999998,1.6338697182280677,0.029791947027269696,2014-04-15
ADSK,,Strategy2,88,28,28,Effective,OTM_10pct,True,False,25,0.26666666666666666,0.15,0.17857142857142858,0.14285714285714285,0.03571428571428571,0.029116295090938826,-0.06024941238978049,-0.15372854427145144,0.1,1.6788213543303605,0.032791407972610334,2014-04-15
